,texts,labels
10487,እያንዳንዷ ቀን የተሻልን ሰው ሆነን ለመገኘት እድል ናት ጨልሞ ሲነጋ ለበጎ አበርክቶ ሆ ብለን እንነሳ ችግር ፈቺ እንጂ ችግር ፈጣሪ ትውልዶች አንሁን,positive
10488,ቅማንት እና አገው ማቀፏ ያልቻለ ክልል አትዮጵያውነት ልያፈረስ እንጅ ልያሰጠብቅ አይችልም የአሁኑ ችግር ሁሉ ደግሞ ከአማራ የመነጨ ነው,neutral
10489,የኢትዮጵያ ያልከዉ የያዝከዉን ባንድራ ተመልከት,neutral
10490,ኮሚሽነራችን ኮርተንብሀል   በርታልን    የመይሠው የበላይዘለቀ የሚኒሊክየነ አሊመራ የነአሳመነው ወንድም ነህ   በርታልን   ኢትዮጵያ ኢትዮጵያ የምትሆነው   በጀግኖቾ በአማራ ልጆች መሆኑን   እሚጠራጠር የለም       አማራ   አሸናፊ ነን ኢትዮጵያ ለዘላለም በልጆቾ ትንገስና ትለምልም    ,positive
10491,አማራ እስካሁን ዲረስ ተጨቁኖም ተበዲሎም እየታረደም ሲኖርነበር ካሁንበዃላ ግን ይቁምሲል የአማራ ፋኖና የክልሉ መንግስት አስተላለፈ,neutral
10492,እነሱ በትግራይ ክልል ከመከላክያ ስር ሁኖ እየገቡ ስንትንፁህ  ሰው እየገደሉና እያሰቃዩ ያሉትስ ጠያቂ ስለሌላቸው ነው,neutral
10493,ዳግማዊ አሳምነው  ,neutral
10494,አማራ ውስጥ ስላለነው ብሔር ብሔረሰቦች አይመለከታችሁም በሰላም እየኖርን ነው እዛው ባለህበት አማራ አንድ ነው,neutral
10495,እግዚአብሄር ያክብርልኝ ,positive
10496,ለሰጣቹህት አስተያየትሁሉም ሰው ተቀባይነት አግንቷል ,neutral
10497,የይትዮ ብርቅየ ጀግኖች ጀግኖች ለሁሉም ነገር ከጎናችሁ ነን ተሰለፍም ከተባለ እንሰለፋለን ውጣያለው ህይወት በቅጠል ይጠፋል እኳን በናት አለቤን አፈር አኗማሽም,positive
10498,ተግባራዊ ይሁን,neutral
10499,ተመድ እንደነ  እና   ወገንተኛ ሆኖ ይቀርባል ተብሎ አይታሰብም ምናልባትም ዓለምአቀፍ ህጎችን ተመርኩዞ ኢትዮጵያ ከሀገሯ በሚፈሰዉ ዉሀ  በፍትሀዊና በጋራ እንጠቀም  የምትለዉን የሚደግፍበትና ተቋሙ ከግል ጥቅም አንፃር ሊመለከተዉ አይችልም ተብሎ ይገመታል,neutral
10500,ለግብፅ የሚበጃት ከኢትዮጵያ ጋር መስማማት ነበር ገና  ግድቦችን አባይ ላይ እንገባለን               ,positive
10501,የውሀ ሙሊቱን ካዘገይ ጥላችን ከመንግስታችን ጋር ነው    ,negative
10502,ማንም ቢሆን በሕዳሴው ግድብ ላይ የሚያገባው የለም የጸጥታው ምክርቤት የሁሉም ሀገር በደል ተመልካች ከሆነ ከሀገራችን የሚፈሰውን ውሀ አትጠቀሙ ብሎ ሀገራችንን የሚቃወም ዕውር  አይመስለኝም ይልቅ የሀገር ውስጥ ጽንፈኞች የሚያራምዱት መጥፎ ባንዳነት ማለትም የኦረሞ ሀገር ሻጮችና ወያኔ ዋጋ የሚያስከፍል የባንዳነት ሥራ እየሠሩ ነው ,neutral
10503,እኛ እንደ አይን ብሌናቺን የምናየዉን ገድባቺንን ከነኩብን እነሱም የሚንሰፈሰፉለትን አስዋንን በእግርም ሆነ በመኪና በአየርም ሆነ በምድር ማፈራረስ አለብን የዛን ግዜ እኩል አብርን ገንብተን እኩል እንሞላለን ሌላ አደዋ መስራት አለበን በራሳቺን ንብረት ከዝህ በላይ መለመን የለብንም,neutral
10504,ዋናው አላማው ዘንድሮ የሚጀመረው ሙሌት ማደናቀፍ ነውበቀጣይ የአባይ ገባር ወንዞች ላይ የተለይዩ ግድቦች በመስራት አገራችንን ወደ ተሻለ ማማ መዉሰድ ነወ,positive
10505,ኢትዮጵያ ሙሉ በሙሉ ውሃውን የመገደብ መብት አላት ነገር ግን ግብፅ በአሁኑ ጊዜ ኢትዮጵያ ላይ ኢፍትሐዊ ተጽዕኖ ለማሳደር የሞከረችበት ምክንያት ኢትዮጵያ ውስጥ ያለውን አገር ተኮር ያልሆነውን የፖለቲካ ጥላቻን ከግምት በማስገባት ነው  ኢትዮጵያ በአሁኑ ጊዜ በጦር ሃይልም ይሁን በቴክኖሎጂ በታገዘ በጦር መሳሪያዎች ከግብፅ ጋር የምትወዳደር አይደለችም  በኢኮኖሚ አቅምም ከኢትዮጵያ ስለሚትሻል ይሆናል የምል እሳቤ አለኝ ኢትዮጵያ በኢኮኖሚ   በጦር ሃይል እና በዘመናዊ ጦር መሳሪያዎች ከግብፅ በልጣ የምትገኝ ብትሆን እንድሁም ደግሞ ኢትዮጵያ ላይ ያለው የፖለቲካ እንቅስቃሴ ሀገር ተኮር እና ለሀገር ልዕልና የሚቆም  ፖሎቲከኞቹ ከዘረኝነት  ከጎጠኝነት እና ከስልጣን ጥመኝነት ይልቅ ለሀገር ሉዓላዊነት የሚቆሙ ብሆኑ ግብፅ ኢትዮጵያን እንኮን ለቃላት ጦርነት እና ለሌላም ድርድር ቀርቶ በመጥፎ ነገር ኢትዮጵያን ለማየት አቅም አይኖራትም ነበር ,neutral
10506,ምነው የአሜሪካንን ዛቻ ላሽ አላችሁት,neutral
10507,አንዳንድ አገሮች በተለይም የአረብ ሊግ አገሮች በስሜት  ተነሳስተው ግብፅን መደገፋቸው ምንም አይደንቀኝምይልቁንም የሚደንቀኝ የኢትዮጵያ ምሁራኖች ግብጽ ዓለም ከተፈጠረች ጀምሮ እስካሁን ድረስ አባይን በነፃ የተጠቀመችበትን ሒሳብ አወራርደው ክፍያ አለመጠየቃቸው  ነውከላይ እንደገለጽኩት የአረብ አገሮች እንኳንስ በአባይ ግድብ ላይ ነውና በማንኛውም እንቅስቃሴ የሚኖራቸው ተፅእኖ ካሁን በፊትም ነበረ አሁንም አለ ለወደፊትም አርፈው አይተኙምሆኖም ግን የአባይ ነገር ለኢትዮጵያ ሕዝብ የህልውና ጉዳይ በመሆኑ እርስ በርሳችን ተናበን ልዩነታችን አጥብበን አንድነታችን አጠንክረን የኃይል ማመንጫ ግድቡን ያለምንም ማመናታት መጨረስ ህላፊነትም የዜግነት ግዴታም አለብንየኢትዮጵያ ሕዝብና መንግስት በጋራ የኢትዮጵያውያን ዜጎች እና የአባይን ግድብ ደህንነት ከማንኛውም አጥቂ ጠላት ለመከላከል ነቅቶ መጠበቅ ይኖርበታል ,neutral
10508,የህዳሴ ግድቡ መዘዝ መዘገየቱ ነዉ በተያዘዉ ዓመት ቢጠናቀቅ ኖሮ እስከዚህ ተንከባሎ አይደርስም ነበር ለግድቡ መዋጮዉ ቀጥሎ ህዝቡ በነቅስ እየተሳተፈ ሥራዉ ግን ወደኋላ ይሄድ ነበር እንግዲህ መጠየቅ ካለበት እዚህ ጋር ነዉ በዚያ ሰዓት ግብፆች አይጮሁም ነበር ለምን ሀሳባቸዉን በማዘገየት አሳክተዋልና የኢትዮጵያ አምላክ ስደርስልን ሁለት አይጦች ነበሩ ህዳሰዉን እየቆረጠሙ ያሉት ወያነና ግብፅ ነበሩ የለዉጡ ኃይል ችግሮችን በማስወገድ ሥራዉን አጠናክሮ በመሥራት ጫፍ ላይ ሲያደርስ ሁለቱም ተነሱ ኛዉ ግድቡን ሽጧል ስል ሌላኛዉ በማይሆን ድርድር ተግባራትን ማዘገየት ነበር ይህ ፈጽሞ የማይቻል ነዉ እንግድህ በጋራ አጠቃቀም መርህ ላይ የተመሰረተ አጠቃቀም ህግን የሚፃረር ሀገር ካለ ጭፍን ተቀዋሚ ነዉ በመጨረሻም ግድቡ የህዝቦች ሀብትና ዕዉቀት ስለሆነ የየትኛዉም አለሞ ተጽዕኖ የሚያመጣዉ ለዉጥ የሌም አባይ ይገደባል የኢኮኖሚ አቅማችንን ከፍ በማድረግ የመደራደር አቅማችንን እናሳድግ ድሃ ዕዉቀት ቢኖረዉም ሀብት ከሌለዉ ያዉ ድሃ ነዉ የሚሰማህ የለምና,neutral
10509,እኛ ኢትዮጵያዊያን ልዩነቶቻችንን  አጥብን ሁሉንም ነገር በሆዴ ሰፊነት  ተቻችለን  ወደ ግድቡ ከዘመትን ምንም ነገር አየሰጋንም ነገር ግን ያለመታደል ሆነና አንዳንድ የስልጣን ጥመኞች  ፓለቲከኞች የአገር  ልዖላዊነት  ን አሳልፈዉ  የሚሰጡ  ስላሉ በጥንቃቂ ተይዞ ግድባችንን   ማጠናቀቅ የውሰጥ  እና የውጭ  ሃይሎችን  ማሳረፍ  እንጂ ግብፅ  ብዙ ፕሮፓጋንዳ ብትነዛ ውጤቷ ከሳራነው ,neutral
10510,አሜሪካን ፈርቶ አብይ አህመድ ባልሆነ ነገር እንዳይስማማ ንገሩትዛሬ ኛው ክፍለ ዘመን ላይ ነን ማንም የማንን ሀገር ሉዋላዊነትናየመልማት ተፈጥሯዊ መብቷን የመዳፈር መብት የለውምእኛ ሁሌም የአሜሪካ ህዝብ እርዳታንእየጠበቅን በጨለማ እንድንኖር አይፈረድብንምማንም የውጭ ጣልቃ ገብነት የእኛን በጨለማ ውስጥ መኖር ዘመናችንን ሊያራዝም አይገባምዛሬ ይህን ጽሁፍ እየጻፍኩ ባለበት ሰዓት ካለሁበት ቦታ መብራት ጧት የጠፋና እስካሁንኗ ደቂቃ አልመጣምምግብ ማብሰል አልተቻለም ሥራ መስራት አልተቻለምታዲያ ይሄንን ማህበራዊ ኢኮኖሚያዊና የህልውና ችግራችንን ተሸክመን ግብጽን ወይም አሜሪካን የምንለምንበትና ልማት ላልማ አላልማ የሚል ጥያቄ የምንጠይቅበት ጉዳይ ነው ወይ በፍጹም የአባይን ግድብ ለማቋረጥ የሚጥር ከሰማይ በታች አንዳች ኃልስንኳ እንዲኖር መፍቀድና በተሸናፊነት መደራደር የለብንምመጨረሻም አብይ አህመድ የሀገራችንን ውስጣዊ ፖለቲካ ማረጋጋትና ህዝቡን ወደ አንድ ሀገራዊ መድረክ ማምጣት ይጠበቅበታልእዚህ ሀገር ቤት እየኖሩ የጠላት ግብጽንና የውጭ ጨቋኝ ኃይሎችን ተልዕኮ የሚያስፈጽሙ ማንኛውም አካላትና ኃይሎች ካሉ የጨረሻው መጀመሪያ ማስጠንቀቂያና ቁርጥ ያለች ማስጠንቀቂያ መሰጠት አለባቸው ከሀገር አፍራሽና የሀገርን ጥቅምና ህልውና ለጠላት አሳልፎ ከመሸጥ ካልተቆጠቡ ግን እጃቸውን መቆረጥ አለባቸውይሄ ነውየታላቁ አባይ ግድብ የህልውና ጉዳይ ነውኢትዮጵያን የሚጎዳ ድርድር በፍጹም በመጪው ትውልድ ከፍተኛ ጠባሳን ጥሎ የሚያልፍ ይሆናል ጎጂ ድርድርን በፍጹም አልደግፍም መንግስትም መጠንቀቅ አለበት,neutral
10511,አይይይ አንሰማም ውሃው ይሞላል በእቅዳችን መሰረት እንጓዛለን  ሁሌ ልመና በዓባይ ይገታል,neutral
10512,እስካሁንም   ጫና ከማድርግ  አልታቀቡም   ብድር  የከለከሉት ጫና ለመፍጠር ነበር አልተሳካላቸውም   የፈለገ ቢመጣ ለህልውናቺን እንሞታለን  ግድቡን ከሙላት የሜግደን  የለም,neutral
10513,በአገር ጉዳይ አንተንም  አንችንም ይመለከታችኋል ዳይ ወዴፊት አሸናፊ እጂ ተሸናፊ መሆን የለብንም  ይህ ተውልድ ታሪክ ሠርቶ ማለፍ አለበት,positive
10514,አደራ በሉልኝ ዘመን  ተሻጋሪና የወደፊት ትውልድን ግምት ውስጥ የሚያስገባ ስምምነት እንዲሆን ጥረት የተደረገበት መሆነሸ አለበት ነገ ሌላ ከዚህ የበለጠ የልማት ፕሮጀክት ይዞ የሚነሳ ትውልድ መምጣቱ አይቀርምና ይሔን ሁሉ ግምት ውስጥ በማስገባት ለትውልድ ዛሬ ነው መትከያው,positive
10515,ግድቡ በውሀ መሞላትና ሀይል ማመንጨት አለበት በቃ እኛም ሰብአዊ ፍጡር ነን መብላት እንፈልጋለን              ,positive
10516,ምንድነው ለድርድር መመላለስ ግብፅ ንግድ ፍቃድ ሰጪ ቢሮ ናት እንዴ በቃ ማለት ነው  የመጣውን ለኢትዮጵያ ህዝብ ስጡት ድራሻቸውን ያጠፋል,neutral
10517,እኔ ልበልፅግ ባንቺ ንብረት አንቺ በድህነትሽና በጨለማሽ ላለም ጅራትነትሽ በምሳሌነት እንዝናናብሽ የሚለዉ የግብፅ ደባ በቃ ሊባል ይገባል,neutral
10518,መንጋውን የማደንዘዝ ስራ በመንጋ ሚድያ መሆኑ ነው ተሸጠዋል እኮ በሃራጅ ዋጋ ጀሮ ግንዱ ተብሏል,negative
10519,በውጪም በውስጥም ሣር ቅጠሉ ሁሉ ነው በዚች ምስኪን ኢትዮጵያ ላይ የዘመተው በዚህ ዓለም ፍትህን መጠበቅ የዋህነት መሆኑን ሙሉ በሙሉ አምኛለሁ  ያሳዝናል ይህ ባይሆን መልካም ነበር ነገር ግን የዚህ ገሀድ ዓለም የነጠረ ሀቅ ነው                     ፍትህ የጎደለው ዓለም የውሸት ዓለም,neutral
10520,ግብፅ የፈለገችውን  ያህል እንደ ነጋሪት ብትጮህ እኛ የጀመር ነውን  ብቻ ሳይሆን ሌላም ግድብ ጀምረን መጨረስ አለብን በዚህ ወደፊት እንጅ ወደ ሗላ አንልም,positive
10521,ባንስማማ ይሻላል,negative
10522,ይች ነጫጭባ ሀገር  ግን ትቀልዳለች ልበል  ይልቅ  አርፈሽ ተቀመጭ  ይበሏት አማካሪ እንዳላት   ባሌ ከባልሽ ይበልጣል ና ሽሮ አበደሪኝ   ነው ነገሩ  የእያንዳንዱን ኢትዮጵያዊ ጉሮሮ ዘግታ  በአለም በደስታ እኖራለሁ ጨዋታ  ከእንግዲህ አክትሞላታል ,neutral
10523,ኢትዮጵያ ማንንም መስማት የለባትም  ዝምብላ ውሃውን መሙላት ብቻ ነው የሚጠበቅባት ውሃው የኛ የሚገነባበት ገንዘብ የኛ የሚገነባበት መሬት የኛ ስለዚህ ማንም ምንም ሊያመጣ አይችልም,neutral
10524,የማንንም ይሁንታ አያስፈልግም መሞላት አለበት በግብፅ ተፅእኖ ስር መውደቅን እንጠየፋለን ግድቡ የኔ ነው,neutral
10525,ግብፅን ሳስብ ለዘመናት የሰራችብንን ጥልቅ ክፋት አስባለሁ ግብፅ ታሪካዊ ጠላታችን ነች ላለንበት መጠነ ሰፊ ድህነት ግብፅ እና ህወሃት ተጠያቂ ናቸው ለማንኛውም ኢትዮጵያ ታሸንፋለች ጀግናው የኢትዮጵያ ህዝብ   ሁሌም ያሸንፋል ታሪክ ይመስክር,neutral
10526,አለም አቀፍ ጫናው ከየትም ሊመጣ እንደማችል ሁሉ አለም አቀፍ ድጋፉም ይኖራል ዋናው ግን የኢትዮጵያ መንግስትና ህዝብ ያላንዳች ማወላወል የግድቡን ስራና የውሃውንም ሙሌት ከዳር ለማድረስ በቆራጥነት መሰለፍ አለባቸው ከዚያ በተረፈ የሚመጣውን የግብፅ የጦርነት ማስፈራሪያም ይሁን ጦርነቱን ለመመከት ብቁ የሆነ ዝግጅት ማድረግ ነው ምክንያቱም ጦርነትን ማስቀረት ወይም ማሸነፍ የሚቻለው ለጦርነት በመዘጋጀት ብቻ ነው,neutral
